line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
13,18,Apiza,"ALLEGRO_KEYBOARD_EVENT is a struct that contains a display pointer, the keycode of the physical key pressed, and other information",INFORM,17,CONT,basic,ALLEGRO_KEYBOARD_EVENT,
14,19,Programmer,Can I see the definition?,ELICIT-INFORM,18,FOL,structure,ALLEGRO_KEYBOARD_EVENT,
15,20,Apiza,typedef struct ALLEGRO_KEYBOARD_EVENT\n{\n _AL_EVENT_HEADER(struct ALLEGRO_KEYBOARD)\n struct ALLEGRO_DISPLAY *display; /* the window the key was pressed in */\n int keycode; /* the physical key pressed */\n int unichar; /* unicode character or negative */\n unsigned int modifiers; /* bitfield */\n bool repeat; /* auto-repeated or not */\n} ALLEGRO_KEYBOARD_EVENT;,INFORM,19,POS,structure,ALLEGRO_KEYBOARD_EVENT,
16,21,Programmer,Do you know what the keycodes are for the arrow keys?,ELICIT-INFORM,20,FOL,structure,ALLEGRO_KEYBOARD_EVENT,
17,22,Apiza,I believe allegro5 has predefined enum values for keycodes. ,INFORM,21,POS,structure,ALLEGRO_KEYBOARD_EVENT,
17,23,Apiza,"For instance, you could compare ev.keyboard.keycode == ALLEGRO_KEY_UP",INFORM,22,CONT,examples,ALLEGRO_KEYBOARD_EVENT,
18,24,Programmer,It seems that the ALLEGRO_KEY_UP does not match ev.keyboard.keycode for some reason,INFORM,23,FOL,functionality,ALLEGRO_KEYBOARD_EVENT,
19,25,Apiza,"I am unsure,",INFORM,24,UNC,,,
19,26,Apiza,can you provide me an example?,ELICIT-INFORM,24,FOL,examples,ALLEGRO_KEYBOARD_EVENT,
20,27,Programmer,"ev.keyboard,keycode is returned large numbers, while ALLGRO_KEY_UP is simply 85",INFORM,26,POS,examples functionality,ALLEGRO_KEYBOARD_EVENT,
21,28,Apiza,are you pressing the up arrow key and not getting ALLEGRO_KEY_UP?,ELICIT-INFORM,27,FOL,functionality,ALLEGRO_KEYBOARD_EVENT,
22,29,Programmer,Yes,INFORM,28,POS,,,
23,30,Apiza,I am unsure. ,INFORM,29,UNC,,,
23,31,Apiza,What have you done to initialize the keyboard and allegro?,ELICIT-INFORM,29,FOL,patterns,,
24,32,Programmer,I have not initialized the keyboard,INFORM,31,POS,patterns,,
25,33,Apiza,I believe that may have something to do with it,INFORM,32,POS,patterns,ALLEGRO_KEYBOARD_EVENT,
26,34,Programmer,How would I initialize the keyboard?,ELICIT-OFFER-OR-SUGGESTION,33,FOL,patterns,,
27,35,Apiza,you can use the function:\n\nbool al_install_keyboard(void)\n\nto initialize the keyboard,SUGGEST,34,POS,patterns basic,al_install_keyboard,
28,36,Programmer,It does not seem to have had any affect,INFORM,35,NEG,functionality,al_install_keyboard ALLEGRO_KEYBOARD_EVENT,
29,37,Apiza,What else have you done to initialize allegro?,ELICIT-INFORM,36,FOL,patterns,,
30,38,Programmer,"I have done al_init(), al_create_display(), al_create_event_queue(), al_create_timer, and al_create_bitmap",INFORM,37,POS,patterns,,
31,39,Apiza,Great! ,ASSESS,38,POS,,,
31,40,Apiza,Have you connected the event queue and devices?,ELICIT-INFORM,38,FOL,patterns,,
32,41,Programmer,"I don't think so,",INFORM,40,POS,,,
32,42,Programmer,what would that look like?,ELICIT-INFORM,40,FOL,patterns,,
33,43,Apiza,"you can use al_register_event_source(ALLEGRO_EVENT_QUEUE* q, EVENT_SOURCE* src). ",SUGGEST,42,POS,patterns basic,al_register_event_source,
33,44,Apiza,Would you like an example?,OFFER,43,FOL,examples,al_register_event_source,
34,45,Programmer,Yes,ASSESS,45,POS,,,
35,46,Apiza,"ALLEGRO_EVENT_QUEUE* q = NULL;\nal_init();\nq = al_create_event_queue();\nal_install_keyboard();\nal_register_event_source(q, al_get_keyboard_event_source());",INFORM,46,POS,examples,al_register_event_source,
36,47,Programmer,How can I tell if the user isn't touching anything on the keyboard?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
37,48,Apiza,I am unsure. ,INFORM,47,UNC,,,
37,49,Apiza,I assume no events would be fired then and the event queue would be always empty,INFORM,47,POS,control,,
38,50,Programmer,How can I tell if the user is holding the key?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
39,51,Apiza,"Sorry, ",BE-POSITIVE,50,UNC,,,
39,52,Apiza,please clarify,SUGGEST,51,CONT,,,
40,53,Programmer,How can I play soudn?,OTHER,,,patterns,,
41,54,Programmer,How can I play sound?,ELICIT-OFFER-OR-SUGGESTION,53,REP,patterns,,
42,55,Apiza,The first step to playing audio is to initialize an audio driver,SUGGEST,54,POS,patterns,,
43,56,Programmer,How do I initialize an audio driver?,ELICIT-OFFER-OR-SUGGESTION,55,FOL,patterns,,
44,57,Apiza,You can use the function:\n\nbool al_install_audio(void)\n\nto initialize an audio driver,SUGGEST,56,POS,patterns basic,al_install_audio,
45,58,Programmer,What's the next step?,ELICIT-OFFER-OR-SUGGESTION,57,FOL,patterns,,
46,59,Apiza,The second step to playing audio is to initialize audio codecs,SUGGEST,58,POS,patterns,,
47,60,Programmer,How do I initialize audio codecs?,ELICIT-OFFER-OR-SUGGESTION,59,FOL,patterns,,
48,61,Apiza,You can do this using the function:\n\nbool al_init_acodec_addon(void),SUGGEST,60,POS,patterns basic,al_init_acodec_addon,
49,62,Programmer,What's the next step?,ELICIT-OFFER-OR-SUGGESTION,61,FOL,patterns,,
50,63,Apiza,There are several branches at this point that a user can take.,INFORM,62,PART,patterns,,
50,64,Apiza,What are you attempting to do?\n\n1) Play a pre-recorded sample\n2) Play a sample recorded from a microphone,ELICIT-INFORM,62,FOL,patterns,,
51,65,Programmer,Play a pre-recorded sample,INFORM,64,POS,patterns,,
52,66,Apiza,The first step to playing a sound file is to reserve the sample in memory.,SUGGEST,65,POS,patterns,,
52,67,Apiza,This can be done using two functions:\n\nbool al_reserve_samples(int num_samples);\nALLEGRO_SAMPLE* sample = al_load_sample(const char* filepath);,INFORM,66,CONT,patterns basic,al_reserve_samples al_load_sample,
53,68,Programmer,What is the parameter num_samples,ELICIT-INFORM,67,FOL,functionality concepts,al_reserve_samples,
54,69,Apiza,int num_samples in reference to function:\n\nbool al_reserve_samples(int num_samples)\n\n,INFORM,68,POS,basic,al_reserve_samples,
54,70,Apiza,refers to the number of sound files you want to load into memory.,INFORM,69,CONT,functionality concepts,al_reserve_samples,
55,71,Programmer,"Okay, ",ASSESS,70,POS,,,
55,72,Programmer,what's the next step?,ELICIT-OFFER-OR-SUGGESTION,67,FOL,patterns,,
56,73,Apiza,"The next step is to play the loaded ALLEGRO_SAMPLE* object using the function:\n\nbool al_play_sample(ALLEGRO_SAMPLE *spl, float gain, float pan, float speed,\n ALLEGRO_PLAYMODE loop, ALLEGRO_SAMPLE_ID *ret_id)",SUGGEST,72,POS,patterns basic,al_play_sample,
57,74,Programmer,Can you explain to me the parameters of that function?,ELICIT-INFORM,73,FOL,functionality,al_play_sample,
58,75,Apiza,Sure!,INFORM,74,POS,,,
58,76,Apiza,Here is a description of the parameters:\n\n,INFORM,74,POS,,al_play_sample,
58,77,Apiza,"ALLEGRO_SAMPLE* spl: The sample file data\nfloat gain: The gain of the played sample\nfloat pan: The pan of the played sample\nfloat speed: The speed to play the file\nALLEGRO_PLAYMODE loop: whether to loop the file or not\nALLEGRO_SAMPLE_ID* ret_id: Typically NULL, however this is the return id to be used",INFORM,76,CONT,functionality,al_play_sample,
59,78,Programmer,And you explain more about ALLEGRO_PLAYMODE,ELICIT-INFORM,77,FOL,basic concepts,al_play_sample ALLEGRO_PLAYMODE,
60,79,Apiza,Here are the options for ALLEGRO_PLAYMODE:\n\n,INFORM,78,POS,,ALLEGRO_PLAYMODE,
60,80,Apiza,Sample and stream playback mode.\n\n,INFORM,79,CONT,concepts,ALLEGRO_PLAYMODE,
60,81,Apiza,* ALLEGRO_PLAYMODE_ONCE\n* ALLEGRO_PLAYMODE_LOOP\n* ALLEGRO_PLAYMODE_BIDIR,INFORM,80,CONT,structure,ALLEGRO_PLAYMODE,
61,82,Programmer,How would I display text?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
62,83,Apiza,"I am sorry, ",BE-POSITIVE,82,NEG,,,
62,84,Apiza,"there are multiple ways to show text, ",INFORM,82,FOL,patterns,,
62,85,Apiza,specifically to which do you refer?,ELICIT-INFORM,84,CONT,patterns,,
63,86,Programmer,I would like to display a score on the corner of the screen,INFORM,85,POS,patterns,,
64,87,Apiza,Would you like to draw a font?,ELICIT-INFORM,86,FOL,patterns,,
65,88,Programmer,Yes,INFORM,87,POS,,,
66,89,Apiza,Great! ,BE-POSITIVE,88,POS,,,
66,90,Apiza,You can start by initializing fonts. ,SUGGEST,88,POS,patterns,,
66,91,Apiza,This can be done via the functions:\n\nbool al_init_font_addon(void);\nbool al_init_ttf_addon(void);,INFORM,90,CONT,patterns basic,al_init_font_addon al_init_ttf_addon,
67,92,Programmer,Then?,ELICIT-OFFER-OR-SUGGESTION,91,FOL,patterns,,
68,93,Apiza,Have you created a display?,ELICIT-INFORM,92,FOL,patterns,,
69,94,Programmer,Yes,INFORM,93,POS,patterns,,
70,95,Apiza,"you can first load in a font using the function:\n\nALLEGRO_FONT* al_load_ttf_font(const char* fpath, int size, int flags);",INFORM,94,POS,patterns basic,al_load_ttf_font,
71,96,Programmer,Can you elaborate on the flags parameter?,ELICIT-INFORM,95,FOL,functionality,al_load_ttf_font,
72,97,Apiza,Here is flag information:\n\n,INFORM,96,POS,,al_load_ttf_font,
72,98,Apiza,"The following flags are supported:\n\n* ALLEGRO_TTF_NO_KERNING - Do not use any kerning even if the font file\n supports it.\n\n* ALLEGRO_TTF_MONOCHROME - Load as a monochrome font (which means no\n anti-aliasing of the font is done).\n\n* ALLEGRO_TTF_NO_AUTOHINT - Disable the Auto Hinter which is enabled by default\n in newer versions of FreeType. Since: 5.0.6, 5.1.2",INFORM,97,CONT,functionality concepts directives environment,al_load_ttf_font,
73,99,Programmer,Then?,ELICIT-OFFER-OR-SUGGESTION,98,FOL,patterns,,
74,100,Apiza,You can draw text using the following function:\n\n,SUGGEST,99,POS,patterns,al_draw_text,
74,101,Apiza,"void al_draw_text(const ALLEGRO_FONT *font,\n ALLEGRO_COLOR color, float x, float y, int flags,\n char const *text)",INFORM,100,CONT,patterns basic,al_draw_text,
75,102,Programmer,Can you give me more information about the color parameter,ELICIT-INFORM,101,FOL,basic,al_draw_text,
76,103,Apiza,ALLEGRO_COLOR is a struct containing rgba values. ,INFORM,102,POS,basic,al_draw_text ALLEGRO_COLOR,
76,104,Apiza,Would you like the declaration,ELICIT-INFORM,103,FOL,structure,ALLEGRO_COLOR,
77,105,Programmer,Yes,INFORM,104,POS,,,
78,106,Apiza,"* Type: ALLEGRO_COLOR\n */\ntypedef struct ALLEGRO_COLOR ALLEGRO_COLOR;\n\nstruct ALLEGRO_COLOR\n{\n float r, g, b, a;\n};",INFORM,105,POS,structure,ALLEGRO_COLOR,
79,107,Programmer,Can you give more more information about the flags parameter?,ELICIT-INFORM,101,FOL,basic,al_draw_text,
80,108,Apiza,The `flags` parameter can be 0 or one of the following flags:\n\n- ALLEGRO_ALIGN_LEFT - Draw the text left-aligned (same as 0).\n- ALLEGRO_ALIGN_CENTRE - Draw the text centered around the given position.\n- ALLEGRO_ALIGN_RIGHT - Draw the text right-aligned to the given position.,INFORM,107,POS,functionality directives,al_draw_text,
81,109,Programmer,What is a typical font size for ALLEGRO_FONT,ELICIT-INFORM,95,FOL,patterns,ALLEGRO_FONT al_load_ttf_font,
82,110,Apiza,It depends on your screen. ,INFORM,109,PART,patterns,ALLEGRO_FONT al_load_ttf_font,
82,111,Apiza,"I would suggest trying a bunch of values. Typically, I would suggest 72",SUGGEST,109,POS,patterns,ALLEGRO_FONT al_load_ttf_font,
83,112,Programmer,"How big are the numbers r, g, b, and a typically are for ALLEGRO_COLOR",ELICIT-INFORM,106,FOL,patterns,ALLEGRO_COLOR,
84,113,Apiza,"rgb are typically within [0,255]. ",INFORM,112,POS,directives patterns,ALLEGRO_COLOR,
84,114,Apiza,Allegro5 supports utility functions to map rbg values to an ALLEGRO_COLOR struct instance,INFORM,113,FOL,functionality,ALLEGRO_COLOR,
85,115,Programmer,Can you show my the utility functions?,ELICIT-INFORM,114,FOL,structure,,
86,116,Apiza,"One such utility is:\n\nALLEGRO_COLOR al_map_rgb(float r, float g, float b)",INFORM,115,POS,structure,al_map_rgb,
87,117,Programmer,My al_draw_text is not drawing,INFORM,,,functionality,al_draw_text,
88,118,Apiza,"I am unsure, ",INFORM,117,UNC,,,
88,119,Apiza,please specify,SUGGEST,118,CONT,,,
