line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
20,30,Programmer,how do I check that the host is known in libssh,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
21,31,Apiza,There is a function int ssh_is_server_known\t(\tssh_session \tsession\t)\n\n,INFORM,30,POS,functionality patterns basic,ssh_is_server_known,
21,32,Apiza,Description\nCheck if the server is known.\nChecks the user's known host file for a previous connection to the current server.,INFORM,31,CONT,functionality patterns basic,ssh_is_server_known,
22,33,Programmer,what does ssh_is_server_known return,ELICIT-INFORM,31,FOL,functionality,ssh_is_server_known,
23,34,Apiza,Returns\nSSH_SERVER_KNOWN_OK: The server is known and has not changed.\nSSH_SERVER_KNOWN_CHANGED: The server key has changed. Either you are under attack or the administrator changed the key. You HAVE to warn the user about a possible attack.\nSSH_SERVER_FOUND_OTHER: The server gave use a key of a type while we had an other type recorded. It is a possible attack.\nSSH_SERVER_NOT_KNOWN: The server is unknown. User should confirm the MD5 is correct.\nSSH_SERVER_FILE_NOT_FOUND: The known host file does not exist. The host is thus unknown. File will be created if host key is accepted.\nSSH_SERVER_ERROR: Some error happened.,INFORM,33,POS,functionality,ssh_is_server_known,
24,35,Programmer,how do I create a new ssh_channel with libssh,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_channel,
25,36,Apiza,I think you're looking for \n\nssh_channel ssh_channel_new\t(\tssh_session \tsession\t)\n\n,SUGGEST,35,POS,patterns basic,ssh_channel_new,
25,37,Apiza,Description\nAllocate a new  channel.\n\n,INFORM,36,CONT,functionality,ssh_channel_new,
25,38,Apiza,Parameters\nsession: The ssh session to use.\n\n,INFORM,37,CONT,basic,ssh_channel_new,
25,39,Apiza,"Returns\nA pointer to a newly allocated channel, NULL on error.",INFORM,38,CONT,functionality,ssh_channel_new,
26,40,Programmer,how do I execute a command with a ssh_channel,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_channel,
27,41,Apiza,"int ssh_channel_request_exec\t(\tssh_channel \tchannel,\nconst char * \tcmd \n)\n\n",INFORM,40,POS,basic,ssh_channel_request_exec,
27,42,Apiza,Description\nRun a shell command without an interactive shell.\nThis is similar to 'sh -c command'.,INFORM,41,CONT,functionality,ssh_channel_request_exec,
28,43,Programmer,what does ssh_channel_request_exec return,ELICIT-INFORM,41,FOL,functionality,ssh_channel_request_exec,
29,44,Apiza,"Returns\nSSH_OK on success, SSH_ERROR if an error occurred, SSH_AGAIN if in nonblocking mode and call has to be done again.",INFORM,43,POS,functionality,ssh_channel_request_exec,
30,45,Programmer,how do I read the result of ssh_channel_request_exec,ELICIT-OFFER-OR-SUGGESTION,41,FOL,patterns,ssh_channel_request_exec,
31,46,Apiza,I found a couple of functions that involve reading from the channel:\n\n,INFORM,45,PART,structure,ssh_channel,
31,47,Apiza,"int channel_read_buffer\t(\tssh_channel \tchannel,\nssh_buffer \tbuffer,\nuint32_t \tcount,\nint \tis_stderr \n)\n\nint ssh_channel_read\t(\tssh_channel \tchannel,\nvoid * \tdest,\nuint32_t \tcount,\nint \tis_stderr \n)\n\nint ssh_channel_read_nonblocking\t(\tssh_channel \tchannel,\nvoid * \tdest,\nuint32_t \tcount,\nint \tis_stderr \n)\n\nint ssh_channel_read_timeout\t(\tssh_channel \tchannel,\nvoid * \tdest,\nuint32_t \tcount,\nint \tis_stderr,\nint \ttimeout \n)\n\n",INFORM,46,CONT,structure basic,ssh_channel,
31,48,Apiza, Would you like to hear more about one of these?,ELICIT-INFORM,47,FOL,basic,,
32,49,Programmer,can you give me an example of ssh_channel_read,ELICIT-INFORM,47,FOL,examples,ssh_channel_read,
33,50,Apiza,"Sure, here's an example:\n",INFORM,49,POS,examples,ssh_channel_read,
33,51,Apiza,"ssh_channel channel;\nchar buffer[256];\nint nbytes;\nnbytes = ssh_channel_read(channel, buffer, sizeof(buffer), 0);",INFORM,50,CONT,examples,ssh_channel_read,
34,52,Programmer,how do I send an eof to the channel,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_channel,
35,53,Apiza,This method should work:\n\n,SUGGEST,52,POS,patterns,ssh_channel_send_eof,
35,54,Apiza,int ssh_channel_send_eof\t(\tssh_channel channel\t)\n\n,INFORM,53,CONT,basic,ssh_channel_send_eof,
35,55,Apiza,Description \nSend an end of file on the channel. \nThis doesn't close the channel. You may still read from it but not write.\n\n,INFORM,54,CONT,functionality,ssh_channel_send_eof,
35,56,Apiza,Parameters \nchannel: The channel to send the eof to.\n\n,INFORM,55,CONT,basic,ssh_channel_send_eof,
35,57,Apiza,"Returns \nSSH_OK on success, SSH_ERROR if an error occurred.",INFORM,56,CONT,functionality,ssh_channel_send_eof,
36,58,Programmer,how do I close the channel,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_channel,
37,59,Apiza,I think you can use int ssh_channel_close\t(\tssh_channel \tchannel\t),SUGGEST,58,POS,patterns basic,ssh_channel_close,
38,60,Programmer,what does ssh_channel_close return,ELICIT-INFORM,59,FOL,functionality,ssh_channel_close,
39,61,Apiza,"Returns\nSSH_OK on success, SSH_ERROR if an error occurred.",INFORM,60,POS,functionality,ssh_channel_close,
40,62,Programmer,why am I getting an error on ssh_channel_request_exec,ELICIT-INFORM,,,functionality,ssh_channel_request_exec,
41,63,Apiza,What kind of error are you getting?,ELICIT-INFORM,62,FOL,functionality,ssh_channel_request_exec,
42,64,Programmer,SSH_ERROR,INFORM,63,POS,functionality,ssh_channel_request_exec,
43,65,Apiza,This function may help you debug: \n\n,SUGGEST,62,PART,patterns,ssh_get_error,
43,66,Apiza,const char* ssh_get_error\t(\tvoid * \terror\t)\n\n,INFORM,65,CONT,basic,ssh_get_error,
43,67,Apiza,Description\nRetrieve the error text message from the last error.\n\n,INFORM,66,CONT,functionality,ssh_get_error,
43,68,Apiza,Parameters\nerror: An ssh_session or ssh_bind.\n\n,INFORM,67,CONT,functionality,ssh_get_error,
43,69,Apiza,Returns\nA static string describing the error.,INFORM,68,CONT,functionality,ssh_get_error,
44,70,Programmer,what does ssh_msg_disconnect mean,ELICIT-INFORM,,,functionality,ssh_msg_disconnect,
45,71,Programmer,oh,ASSESS,70,POS,,,
46,72,Programmer,I don't have the channel open,INFORM,71,CONT,functionality,ssh_msg_disconnect,
47,73,Programmer,how do I open a channel session,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_channel,
48,74,Apiza,This function may help with deciphering a disconnect message\n\n,SUGGEST,70,POS,patterns,,
48,75,Apiza,const char* ssh_get_disconnect_message\t(\tssh_session \tsession\t),INFORM,74,CONT,basic,ssh_get_disconnect_message,
49,76,Apiza,This function should let you open a channel session\n\n,SUGGEST,73,POS,patterns,ssh_channel_open_session,
49,77,Apiza,int ssh_channel_open_session\t(\tssh_channel \tchannel\t)\n\n,INFORM,76,CONT,basic,ssh_channel_open_session,
49,78,Apiza,"Description\nOpen a session channel (suited for a shell, not TCP forwarding).\n\n",INFORM,77,CONT,quality basic,ssh_channel_open_session,
49,79,Apiza,Parameters\nchannel: An allocated channel.\n\n,INFORM,78,CONT,basic,ssh_channel_open_session,
49,80,Apiza,"Returns\nSSH_OK on success, SSH_ERROR if an error occurred, SSH_AGAIN if in nonblocking mode and call has to be done again.\n\n",INFORM,79,CONT,functionality,ssh_channel_open_session,
49,81,Apiza,See also\nssh_channel_open_forward()\nssh_channel_request_env()\nssh_channel_request_shell()\nssh_channel_request_exec(),INFORM,80,CONT,,ssh_channel_open_session,
50,82,Programmer,how do I create a sftp session in libssh,ELICIT-OFFER-OR-SUGGESTION,,,patterns,sftp_session,
51,83,Apiza,sftp_session sftp_new\t(\tssh_session \tsession\t)\n\n,INFORM,82,POS,basic,sftp_new,
51,84,Apiza,Description\nStart a new sftp session.\n\n,INFORM,83,CONT,basic,sftp_new,
51,85,Apiza,Parameters\nsession: The ssh session to use.\n\n,INFORM,84,CONT,basic,sftp_new,
51,86,Apiza,Returns\nA new sftp session or NULL on error.\n\n,INFORM,85,CONT,basic functionality,sftp_new,
51,87,Apiza,"References ssh_channel_free(), ssh_channel_new(), and ssh_channel_open_session().\n\n",INFORM,86,CONT,structure,sftp_new,
51,88,Apiza,See also\nsftp_free(),INFORM,87,CONT,,sftp_new,
52,89,Programmer,how do I init the sftp session,ELICIT-OFFER-OR-SUGGESTION,,,patterns,sftp_session,
53,90,Programmer,how do I create a directory,ELICIT-OFFER-OR-SUGGESTION,,,patterns,sftp_init,
54,91,Apiza,This should do it:\n\n,SUGGEST,89,POS,patterns,sftp_init,
54,92,Apiza,int sftp_init\t(\tsftp_session \tsftp\t)\n\n,INFORM,91,CONT,basic,sftp_init,
54,93,Apiza,Description\nInitialize the sftp session with the server.\n\n,INFORM,92,CONT,functionality,sftp_init,
54,94,Apiza,Parameters\nsftp: The sftp session to initialize.\n\n,INFORM,93,CONT,basic,sftp_init,
54,95,Apiza,"Returns\n0 on success, &lt; 0 on error with ssh error set.\n\n",INFORM,94,CONT,functionality,sftp_init,
54,96,Apiza,References ssh_buffer_new().\n\n,INFORM,95,CONT,structure,sftp_init,
54,97,Apiza,See also\nsftp_new(),INFORM,96,CONT,,sftp_init,
55,98,Programmer,how do I create a directory in libssh using sftp,ELICIT-OFFER-OR-SUGGESTION,90,REP,patterns,,
56,99,Programmer,how do I create a file in libssh using sftp,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
57,100,Apiza,I found two functions that may be appropriate to create a directory:\n\n,SUGGEST,98,PART,patterns,,
57,101,Apiza,"int sftp_mkdir\t(\tsftp_session \tsftp,\nconst char * \tdirectory,\nmode_t \tmode \n)\n\n",INFORM,100,CONT,basic,sftp_mkdir,
57,102,Apiza,Description\nCreate a directory.\n\n,INFORM,101,CONT,basic,sftp_mkdir,
57,103,Apiza,"and\n\nsftp_dir sftp_opendir\t(\tsftp_session \tsession,\nconst char * \tpath \n)\n\n",INFORM,102,CONT,basic,sftp_opendir,
57,104,Apiza,Description\nOpen a directory used to obtain directory entries.,INFORM,103,CONT,basic,sftp_opendir,
58,105,Apiza,"I can\'t find a function to ""create"" a file,",INFORM,99,NEG,patterns,,
58,106,Apiza,"but I found one to ""write"" a file:\n\n",INFORM,105,CONT,patterns,,
58,107,Apiza,"ssize_t sftp_write\t(\tsftp_file file, \nconst void * buf, \nsize_t count \n)\n\n",INFORM,106,CONT,basic,sftp_write,
58,108,Apiza,Description \nWrite to a file using an opened sftp file handle.\n\n,INFORM,107,CONT,functionality,sftp_write,
58,109,Apiza,Parameters \nfile: Open sftp file handle to write to. \nbuf: Pointer to buffer to write data. \ncount: Size of buffer in bytes.\n\n,INFORM,108,CONT,functionality,sftp_write,
58,110,Apiza,"Returns \nNumber of bytes written, &lt; 0 on error with ssh and sftp error set.",INFORM,109,CONT,functionality,sftp_write,
59,111,Programmer,can you give me an example of sftp_mkdir,ELICIT-INFORM,101,FOL,examples,sftp_mkdir,
60,112,Apiza,"Sure, here\'s an example:\n\n",INFORM,111,POS,examples,sftp_mkdir,
60,113,Apiza,"int rc;\nsftp_session sftp;\nrc = sftp_mkdir(sftp, ""helloworld"", S_IRWXU);",INFORM,112,CONT,examples,sftp_mkdir,
61,114,Programmer,what does sftp_mkdir returhn,ELICIT-INFORM,101,FOL,functionality,sftp_mkdir,
62,115,Apiza,"Returns\n0 on success, &lt; 0 on error with ssh and sftp error set.",INFORM,114,POS,functionality,sftp_mkdir,
63,116,Programmer,how do I create a file in libssh using sftp,ELICIT-OFFER-OR-SUGGESTION,99,REP,patterns,,
64,117,Programmer,how do I tell if a directory already exists,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
65,118,Apiza,Was sftp_write useful in creating a file? ,ELICIT-ASSESSMENT,116,FOL,functionality,sftp_write,
65,119,Apiza,"If not, sftp_open might help.\n\n",SUGGEST,116,POS,patterns,sftp_open,
65,120,Apiza,Description\nOpen a file on the server.,INFORM,119,CONT,basic,sftp_open,
66,121,Programmer,tell me about Error,ELICIT-INFORM,,,basic,,
67,122,Apiza,I can't find a function that checks if a directory exists. ,INFORM,117,NEG,patterns,,
67,123,Apiza,"However, there are many functions requiring a directory, including \n\nsftp_dir sftp_opendir\t(\tsftp_session \tsession,\nconst char * \tpath \n)\n\nsftp_attributes sftp_readdir\t(\tsftp_session \tsession,\nsftp_dir \tdir \n)\n\nint sftp_rmdir\t(\tsftp_session \tsftp,\nconst char * \tdirectory \n)",INFORM,117,PART,patterns basic,,
68,124,Programmer,tell me about sftp_get_error,ELICIT-INFORM,,,basic,sftp_get_error,
69,125,Apiza,int sftp_get_error\t(\tsftp_session \tsftp\t)\n\n,INFORM,124,POS,basic,sftp_get_error,
69,126,Apiza,Description\nGet the last sftp error.\nUse this function to get the latest error set by a posix like sftp function.\n\n,INFORM,125,CONT,functionality patterns,sftp_get_error,
69,127,Apiza,Parameters\nsftp: The sftp session where the error is saved.\n\n,INFORM,126,CONT,functionality,sftp_get_error,
69,128,Apiza,"Returns\nThe saved error (see server responses), &lt; 0 if an error in the function occured.\n\n",INFORM,127,CONT,functionality,sftp_get_error,
69,129,Apiza,"References ssh_buffer_free(), and ssh_buffer_new().\n\n",INFORM,128,CONT,structure,sftp_get_error,
69,130,Apiza,See also\nServer responses,INFORM,129,CONT,,sftp_get_error,
70,131,Programmer,tell me about server respones,ELICIT-INFORM,130,FOL,basic,,
71,132,Apiza,"I can\'t find specific information on ""server responses"" ",INFORM,131,NEG,basic,"""server responses""",
71,133,Apiza,"but in context, I believe you are referring to \n\n/* Error return codes */\n ",INFORM,132,CONT,structure,"""error return codes""",
71,134,Apiza,#define SSH_OK 0 /* No error */\n #define SSH_ERROR -1 /* Error of some kind */\n #define SSH_AGAIN -2 /* The nonblocking call must be repeated */\n #define SSH_EOF -127 /* We have already a eof */,INFORM,131,POS,structure,"""error return codes""",
72,135,Programmer,tell me about sftp_open,ELICIT-INFORM,,,basic,sftp_open,
73,136,Programmer,can you give me an example of sftp_open,ELICIT-INFORM,,,examples,sftp_open,
74,137,Apiza,"sftp_file sftp_open\t(\tsftp_session \tsession,\nconst char * \tfile,\nint \taccesstype,\nmode_t \tmode \n)\n\n",INFORM,135,POS,basic,sftp_open,
74,138,Apiza,Description\nOpen a file on the server.\n\n,INFORM,137,CONT,basic,sftp_open,
74,139,Apiza,"Parameters\nsession: The sftp session handle.\nfile: The file to be opened.\naccesstype: Is one of O_RDONLY, O_WRONLY or O_RDWR which request opening the file read-only,write-only or read/write. Acesss may also be bitwise-or'd with one or more of the following: O_CREAT - If the file does not exist it will be created. O_EXCL - When used with O_CREAT, if the file already exists it is an error and the open will fail. O_TRUNC - If the file already exists it will be truncated.\nmode: Mode specifies the permissions to use if a new file is created. It is modified by the process's umask in the usual way: The permissions of the created file are (mode &amp; ~umask)\n\n",INFORM,138,CONT,functionality basic,sftp_open,
74,140,Apiza,"Returns\nA sftp file handle, NULL on error with ssh and sftp error set.\n\n",INFORM,139,CONT,functionality basic,sftp_open,
74,141,Apiza,"References ssh_buffer_free(), ssh_buffer_new(), and ssh_string_from_char().\n\n",INFORM,140,CONT,structure,sftp_open,
74,142,Apiza,See also\nsftp_get_error(),INFORM,141,CONT,,sftp_open,
75,143,Apiza,Here is an example:\n\n,INFORM,136,POS,examples,sftp_open,
75,144,Apiza,"sftp_file file;\nsftp_session sftp;\nint access_type = O_WRONLY | O_CREAT | O_TRUNC;\n\nfile = sftp_open(sftp, ""helloworld/helloworld.txt"", access_type, S_IRWXU);",INFORM,143,CONT,examples,sftp_open,
