line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
28,33,Apiza,"I'm sorry, ",BE-POSITIVE,32,UNC,,,
28,34,Apiza,"I do not understand your question, ",COMMENT-ABOUT-UNDERSTANDING,33,CONT,,,
28,35,Apiza,I am only authorized to respond to api questions.,INFORM,32,NEG,,,
29,36,Programmer,what does the s_server_known function return?,ELICIT-INFORM,23,FOL,functionality,ssh_is_server_known,
30,37,Programmer,what is the data type that is_server_known function returns?,ELICIT-INFORM,36,REP,basic,ssh_is_server_known,
31,38,Apiza,According to libssh: ssh_is_server_known returns: ,OTHER,37,POS,functionality,ssh_is_server_known,
31,39,Apiza,Returns\nSSH_SERVER_KNOWN_OK: The server is known and has not changed.\nSSH_SERVER_KNOWN_CHANGED: The server key has changed. Either you are under attack or the administrator changed the key. You HAVE to warn the user about a possible attack.\nSSH_SERVER_FOUND_OTHER: The server gave use a key of a type while we had an other type recorded. It is a possible attack.\nSSH_SERVER_NOT_KNOWN: The server is unknown. User should confirm the MD5 is correct.\nSSH_SERVER_FILE_NOT_FOUND: The known host file does not exist. The host is thus unknown. File will be created if host key is accepted.\nSSH_SERVER_ERROR: Some error happened.,INFORM,38,CONT,functionality,ssh_is_server_known,
32,40,Programmer,thanks,ASSESS,39,POS,,,
33,41,Apiza,You're welcome!,BE-POSITIVE,40,POS,,,
34,42,Programmer,how do I execute an SSH command in an established session?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_session,
35,43,Apiza,"You can attempt to run a shell command without an interactive shell in libssh by using the ""int ssh_channel_request_exec(ssh_channel channel, const char* cmd)"" function",SUGGEST,42,POS,patterns basic,ssh_channel_request_exec,
36,44,Programmer,how do I show the remote username?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
37,45,Programmer,is there a function for showing remote username?,ELICIT-INFORM,44,REP,patterns,,
38,46,Programmer,how do I free a channel?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_channel,
39,47,Programmer,how do I shut down a channel?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_channel,
40,48,Apiza,"You can attempt to retrieve a username in libssh by using the ""int ssh_getpass(const char* prompt, char* buf, size_t len, int echo, int verify)"" function",SUGGEST,45,POS,patterns basic,ssh_getpass,
41,49,Apiza,"You can free a channel in libssh by using the ""void ssh_channel_free(ssh_channel channel)"" function",SUGGEST,46,POS,patterns basic,ssh_channel ssh_channel_free,
42,50,Apiza,"You can close a channel in libssh by using the ""int ssh_channel_close(ssh_channel channel)"" function",SUGGEST,47,POS,patterns basic,ssh_channel ssh_channel_close,
43,51,Programmer,ok. ,ASSESS,,,,,
43,52,Programmer,what is the api for creating an SFTP session?,ELICIT-INFORM,,,patterns,sftp_session,
44,53,Apiza,"You can create a sftp session using the ""sftp_session sftp_new(ssh_session session)"" function.",SUGGEST,52,POS,patterns basic,sftp_session sftp_new,
45,54,Programmer,what functions are available on the sftp_session interface?,ELICIT-INFORM,,,structure,sftp_session,
46,55,Apiza,"There are 49 functions associated with ssh_session objects,",INFORM,54,PART,structure,sftp_session,
46,56,Apiza,would you like me to list them all?,ELICIT-OFFER-OR-SUGGESTION,55,FOL,structure,sftp_session,
47,57,Programmer,just for creating a file and a directory,SUGGEST,56,PART,structure,sftp_session,
48,58,Apiza,"You can open a file in libssh using the ""sftp_file sftp_open(sftp_session session, const char* file, int accesstype, mode_t mode)"" function",SUGGEST,54,POS,patterns basic,sftp_session sftp_open,
49,59,Apiza,"You can open a directory in libssh using the ""sftp_dir sftp_opendir(sftp_session session, const char* file)"" function",SUGGEST,59,CONT,patterns basic,sftp_session sftp_opendir,
50,60,Programmer,how do I free an sftp session?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,sftp_session,
51,61,Apiza,"You can free a sftp_session in libssh by using the ""void sftp_free(sftp_session sftp)"" function",SUGGEST,60,POS,patterns basic,sftp_session sftp_free,
52,62,Programmer,thanks,ASSESS,61,POS,,,
53,63,Apiza,You're welcome!,BE-POSITIVE,62,POS,,,
54,64,Programmer,what are possible return values when creating a file with sftp_file interface?,ELICIT-INFORM,,,functionality,sftp_file,
55,65,Apiza,"in libssh, the function ""sftp_open"" returns:",OTHER,64,POS,functionality,sftp_open,
55,66,Apiza,"Returns\nA sftp file handle, NULL on error with ssh and sftp error set.",INFORM,65,CONT,functionality,sftp_open,
56,67,Programmer,what arguments does the sftp_mkdir function accept?,ELICIT-INFORM,,,functionality basic,sftp_mkdir,
57,68,Apiza,"In libssh, the function ""sftp_mkdir"" has signature ""sftp_mkdir(sft_session sftp, const char* directory, mode_t mode)""",INFORM,68,POS,basic,sftp_mkdir,
