line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
29,43,Apiza,"See also: [al_uninstall_keyboard], [al_is_keyboard_installed]",INFORM,42,CONT,structure,al_install_keyboard,
30,44,Programmer,What is values available for keyboard keycode,ELICIT-INFORM,24,FOL,directives structure,ALLEGRO_KEYBOARD_EVENT,
31,45,Apiza,from doc file docs/src/refman/keyboard.txt:\n\n,INFORM,44,POS,structure,ALLEGRO_KEYBOARD_EVENT,
31,46,Apiza,## Key codes\n\n,OTHER,45,CONT,,,
31,47,Apiza,The constant ALLEGRO_KEY_MAX is always one higher than\nthe highest key code. So if you want to use the key code as array index\nyou can do something like this:\n\n~~~~c\nbool pressed_keys[ALLEGRO_KEY_MAX];\n//...\npressed_keys[key_code] = true;\n~~~~\n\n,INFORM,46,CONT,concepts patterns examples,ALLEGRO_KEYBOARD_EVENT,
31,48,Apiza,"These are the list of key codes used by Allegro, which are returned in\nthe event.keyboard.keycode field of the ALLEGRO_KEY_DOWN and\nALLEGRO_KEY_UP events and which you can pass to [al_key_down]:\n\n ",INFORM,47,CONT,structure patterns,ALLEGRO_KEYBOARD_EVENT,
31,49,Apiza,ALLEGRO_KEY_A ... ALLEGRO_KEY_Z\n ALLEGRO_KEY_0 ... ALLEGRO_KEY_9\n ALLEGRO_KEY_PAD_0 ... ALLEGRO_KEY_PAD_9\n ALLEGRO_KEY_F1 ... ALLEGRO_KEY_F12\n ALLEGRO_KEY_ESCAPE\n ALLEGRO_KEY_TILDE\n ALLEGRO_KEY_MINUS\n ALLEGRO_KEY_EQUALS\n ALLEGRO_KEY_BACKSPACE\n ALLEGRO_KEY_TAB\n ALLEGRO_KEY_OPENBRACE\n ALLEGRO_KEY_CLOSEBRACE\n ALLEGRO_KEY_ENTER\n ALLEGRO_KEY_SEMICOLON\n ALLEGRO_KEY_QUOTE\n ALLEGRO_KEY_BACKSLASH\n ALLEGRO_KEY_BACKSLASH2\n ALLEGRO_KEY_COMMA\n ALLEGRO_KEY_FULLSTOP\n ALLEGRO_KEY_SLASH\n ALLEGRO_KEY_SPACE\n ALLEGRO_KEY_INSERT\n ALLEGRO_KEY_DELETE\n ALLEGRO_KEY_HOME\n ALLEGRO_KEY_END\n ALLEGRO_KEY_PGUP\n ALLEGRO_KEY_PGDN\n ALLEGRO_KEY_LEFT\n ALLEGRO_KEY_RIGHT\n ALLEGRO_KEY_UP\n ALLEGRO_KEY_DOWN\n ALLEGRO_KEY_PAD_SLASH\n ALLEGRO_KEY_PAD_ASTERISK\n ALLEGRO_KEY_PAD_MINUS\n ALLEGRO_KEY_PAD_PLUS\n ALLEGRO_KEY_PAD_DELETE\n ALLEGRO_KEY_PAD_ENTER\n ALLEGRO_KEY_PRINTSCREEN\n ALLEGRO_KEY_PAUSE\n ALLEGRO_KEY_ABNT_C1\n ALLEGRO_KEY_YEN\n ALLEGRO_KEY_KANA\n ALLEGRO_KEY_CONVERT\n ALLEGRO_KEY_NOCONVERT\n ALLEGRO_KEY_AT\n ALLEGRO_KEY_CIRCUMFLEX\n ALLEGRO_KEY_COLON2\n ALLEGRO_KEY_KANJI\n ALLEGRO_KEY_LSHIFT\n ALLEGRO_KEY_RSHIFT\n ALLEGRO_KEY_LCTRL\n ALLEGRO_KEY_RCTRL\n ALLEGRO_KEY_ALT\n ALLEGRO_KEY_ALTGR\n ALLEGRO_KEY_LWIN\n ALLEGRO_KEY_RWIN\n ALLEGRO_KEY_MENU\n ALLEGRO_KEY_SCROLLLOCK\n ALLEGRO_KEY_NUMLOCK\n ALLEGRO_KEY_CAPSLOCK\n ALLEGRO_KEY_PAD_EQUALS\n ALLEGRO_KEY_BACKQUOTE\n ALLEGRO_KEY_SEMICOLON2\n ALLEGRO_KEY_COMMAND\n\n /* Since: 5.1.1 */\n /* Android only for now */\n ALLEGRO_KEY_BACK\n\n /* Since: 5.1.2 */\n /* Android only for now */\n ALLEGRO_KEY_VOLUME_UP\n ALLEGRO_KEY_VOLUME_DOWN\n\n /* Since: 5.1.6 */\n /* Android only for now */\n ALLEGRO_KEY_SEARCH\n ALLEGRO_KEY_DPAD_CENTER\n ALLEGRO_KEY_BUTTON_X\n ALLEGRO_KEY_BUTTON_Y\n ALLEGRO_KEY_DPAD_UP\n ALLEGRO_KEY_DPAD_DOWN\n ALLEGRO_KEY_DPAD_LEFT\n ALLEGRO_KEY_DPAD_RIGHT\n ALLEGRO_KEY_SELECT\n ALLEGRO_KEY_START\n ALLEGRO_KEY_L1\n ALLEGRO_KEY_R1\n\n## Keyboard modifier flags\n\n ALLEGRO_KEYMOD_SHIFT\n ALLEGRO_KEYMOD_CTRL\n ALLEGRO_KEYMOD_ALT\n ALLEGRO_KEYMOD_LWIN\n ALLEGRO_KEYMOD_RWIN\n ALLEGRO_KEYMOD_MENU\n ALLEGRO_KEYMOD_ALTGR\n ALLEGRO_KEYMOD_COMMAND\n ALLEGRO_KEYMOD_SCROLLLOCK\n ALLEGRO_KEYMOD_NUMLOCK\n ALLEGRO_KEYMOD_CAPSLOCK\n ALLEGRO_KEYMOD_INALTSEQ\n ALLEGRO_KEYMOD_ACCENT1\n ALLEGRO_KEYMOD_ACCENT2\n ALLEGRO_KEYMOD_ACCENT3\n ALLEGRO_KEYMOD_ACCENT4\n\n,INFORM,48,CONT,structure environment,ALLEGRO_KEYBOARD_EVENT,
31,50,Apiza,The event field 'keyboard.modifiers' is a bitfield composed of these constants.\nThese indicate the modifier keys which were pressed at the time a character was\ntyped.,INFORM,49,CONT,structure purpose,ALLEGRO_KEYBOARD_EVENT,
32,51,Programmer,How to play music?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
33,52,Programmer,How to play wav file?,ELICIT-OFFER-OR-SUGGESTION,51,REP,patterns,,
34,53,Apiza,you can play a sample using the function:\n\n,SUGGEST,52,POS,patterns,,
34,54,Apiza,"bool al_play_sample(ALLEGRO_SAMPLE *spl, float gain, float pan, float speed,\n ALLEGRO_PLAYMODE loop, ALLEGRO_SAMPLE_ID *ret_id)",INFORM,53,CONT,basic,al_play_sample,
35,55,Programmer,Play the wav file?,ELICIT-OFFER-OR-SUGGESTION,54,NEG,patterns,,
36,56,Apiza,"to load an audio file, you can use the function:\n\n",SUGGEST,55,POS,patterns,,
36,57,Apiza,/* Function: al_load_sample\n */\nALLEGRO_SAMPLE *al_load_sample(const char *filename),INFORM,56,CONT,basic,al_load_sample,
37,58,Programmer,definition of ALLEGRO_PLAYMODE,ELICIT-INFORM,54,FOL,structure basic,ALLEGRO_PLAYMODE,
38,59,Apiza,from source file addons/audio/allegro5/allegro_audio.h:\n\n\n,INFORM,58,POS,structure,ALLEGRO_PLAYMODE,
38,60,Apiza,"/* Enum: ALLEGRO_PLAYMODE\n */\nenum ALLEGRO_PLAYMODE\n{\n ALLEGRO_PLAYMODE_ONCE = 0x100,\n ALLEGRO_PLAYMODE_LOOP = 0x101,\n ALLEGRO_PLAYMODE_BIDIR = 0x102,\n _ALLEGRO_PLAYMODE_STREAM_ONCE = 0x103, /* internal */\n _ALLEGRO_PLAYMODE_STREAM_ONEDIR = 0x104 /* internal */\n};",INFORM,59,CONT,structure basic,ALLEGRO_PLAYMODE,
39,61,Programmer,example of ALLEGRO_SAMPLE_ID,ELICIT-INFORM,54,FOL,examples,ALLEGRO_SAMPLE_ID,
40,62,Apiza,NULL,INFORM,61,POS,examples,ALLEGRO_SAMPLE_ID,
41,63,Programmer,example of al_play_sample,ELICIT-INFORM,54,FOL,examples,al_play_sample,
42,64,Apiza,"al_play_sample(sample, 1.0, 0.0,1.0,ALLEGRO_PLAYMODE_LOOP,NULL);",INFORM,63,POS,examples,al_play_sample,
43,65,Programmer,how to use al_load_sample,ELICIT-OFFER-OR-SUGGESTION,57,FOL,patterns,al_load_sample,
44,66,Apiza,"al_load_sample( ""footstep.wav"" );",INFORM,65,POS,examples,al_load_sample,
45,67,Programmer,declaration of al_load_sample,ELICIT-INFORM,57,FOL,basic,al_load_sample,
46,68,Apiza,you can use the following function:,SUGGEST,67,POS,,al_load_sample,
46,69,Apiza,/* Function: al_load_sample\n*/\nALLEGRO_SAMPLE *al_load_sample(const char *filename),INFORM,68,CONT,basic,al_load_sample,
47,70,Programmer,How to check error of al_load_sample,ELICIT-OFFER-OR-SUGGESTION,57,FOL,patterns,al_load_sample,
48,71,Apiza,"al_load_sample returns a pointer, on error it returns NULL",INFORM,70,POS,functionality basic,al_load_sample,
49,72,Programmer,How to get error message in case of error in al_load_sample,ELICIT-OFFER-OR-SUGGESTION,71,NEG,patterns,al_load_sample,
50,73,Apiza,I do not believe al_load_sample returns an error message,INFORM,72,NEG,functionality,al_load_sample,
51,74,Programmer,possible errors in al_load_sample,ELICIT-INFORM,73,FOL,functionality,al_load_sample,
52,75,Apiza,here is the source code for al_load_sample:\n\n,INFORM,74,PART,,al_load_sample,
52,76,Apiza,"/* Function: al_load_sample\n */\nALLEGRO_SAMPLE *al_load_sample(const char *filename)\n{\n const char *ext;\n ACODEC_TABLE *ent;\n\n ASSERT(filename);\n ext = strrchr(filename, \'.\');\n if (ext == NULL) {\n ALLEGRO_ERROR(""Unable to determine extension for %s.\\n"", filename);\n return NULL;\n }\n\n ent = find_acodec_table_entry(ext);\n if (ent &amp;&amp; ent-&gt;loader) {\n return (ent-&gt;loader)(filename);\n }\n else {\n ALLEGRO_ERROR(""No handler for audio file extension %s - ""\n ""therefore not trying to load %s.\\n"", ext, filename);\n }\n\n return NULL;\n}",INFORM,75,CONT,functionality basic,al_load_sample,
53,77,Programmer,How to set handler for wav file?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
54,78,Apiza,"I am sorry, I do not understand your question",COMMENT-ABOUT-UNDERSTANDING,77,UNC,,,
55,79,Programmer,How to add acodec table entry?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
56,80,Apiza,here is the declaration for add_acodec_table_entry:\n\n,INFORM,79,POS,,add_acodec_table_entry,
56,81,Apiza,static ACODEC_TABLE *add_acodec_table_entry(const char *ext),INFORM,80,CONT,basic,add_acodec_table_entry,
57,82,Programmer,"How to play audio file, ",ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
57,83,Programmer,example?,ELICIT-INFORM,82,CONT,examples,,
58,84,Apiza,here is a rough example:\n\n,INFORM,83,POS,,,
58,85,Apiza,"ALLEGRO_SAMPLE *sample=NULL;\nif(!al_install_audio()){\n fprintf(stderr, ""failed to initialize audio!\\n"");\n return -1;\n}\nsample = al_load_sample( ""footstep.wav"" );\nif (!sample){\n printf( ""Audio clip sample not loaded!\\n"" );\n return -1;\n}\nal_play_sample(sample, 1.0, 0.0,1.0,ALLEGRO_PLAYMODE_LOOP,NULL);\nal_destroy_sample(sample);",INFORM,84,CONT,examples,,
59,86,Programmer,How to enable ALLEGRO_ERROR messages?,ELICIT-OFFER-OR-SUGGESTION,76,FOL,patterns,ALLEGRO_ERROR,
60,87,Apiza,"I am unsure,",INFORM,86,UNC,,,
60,88,Apiza,they should be erroring by default,INFORM,86,PART,functionality,ALLEGRO_ERROR,
61,89,Programmer,How to get ALLEGRO_ERROR messages printed?,ELICIT-OFFER-OR-SUGGESTION,88,FOL,patterns,ALLEGRO_ERROR,
62,90,Apiza,I am unsure,INFORM,89,UNC,,,
63,91,Programmer,How to enable debug mode for library,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
64,92,Apiza,I believe initializing allegro using al_init(void) will enable debug mode,INFORM,91,POS,functionality,al_init,
65,93,Programmer,I do not see error messages from library,INFORM,,,functionality,,
65,94,Programmer,how to fix it?,ELICIT-OFFER-OR-SUGGESTION,93,CONT,patterns,,
66,95,Apiza,what do you see?,ELICIT-INFORM,94,FOL,functionality,,
67,96,Programmer,I want get error messages from library?,INFORM,95,NEG,patterns,,
68,97,Apiza,"I am unsure,",INFORM,96,UNC,,,
68,98,Apiza,maybe they are not being triggered?,INFORM,96,PART,control,,
69,99,Programmer,al_load_sample is not loading wav file,INFORM,,,functionality,al_load_sample,
70,100,Apiza,is the file in the same directory as the source code?,ELICIT-INFORM,99,FOL,structure,al_load_sample,
71,101,Programmer,Yes,INFORM,100,POS,,al_load_sample,
72,102,Apiza,what is al_load_sample() returning?,ELICIT-INFORM,101,FOL,functionality,al_load_sample,
73,103,Programmer,NULL,INFORM,102,POS,functionality,al_load_sample,
74,104,Apiza,is allegro initialized and the audio driver installed?,ELICIT-INFORM,103,FOL,patterns,al_load_sample,
75,105,Programmer,How to install audio driver?,ELICIT-OFFER-OR-SUGGESTION,104,FOL,patterns,,
76,106,Apiza,function bool al_install_audio(void),INFORM,105,POS,basic,al_install_audio,
77,107,Programmer,allegro initialized and the audio driver installed,INFORM,,,patterns,al_load_sample,
77,108,Programmer,but al_load_sample cannot load wav file,INFORM,107,CONT,functionality,al_load_sample,
78,109,Apiza,There are a few more steps that I can see: ,INFORM,108,POS,patterns,,
78,110,Apiza,the first is to initialize the acodec table.,SUGGEST,109,CONT,patterns,,
78,111,Apiza, function bool al_init_acodec_addon(void),INFORM,110,CONT,basic,al_init_acodec_addon,
