line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
32,38,Apiza,ALLEGRO_EVENT_JOYSTICK_AXIS\nALLEGRO_EVENT_JOYSTICK_BUTTON_DOWN\nALLEGRO_EVENT_JOYSTICK_BUTTON_UP\nALLEGRO_EVENT_JOYSTICK_CONFIGURATION\nALLEGRO_EVENT_KEY_DOWN\nALLEGRO_EVENT_KEY_UP\nALLEGRO_EVENT_KEY_CHAR\nALLEGRO_EVENT_MOUSE_AXES\nALLEGRO_EVENT_MOUSE_BUTTON_DOWN\nALLEGRO_EVENT_MOUSE_BUTTON_UP\nALLEGRO_EVENT_MOUSE_WARPED\nALLEGRO_EVENT_MOUSE_ENTER_DISPLAY\nALLEGRO_EVENT_MOUSE_LEAVE_DISPLAY\nALLEGRO_EVENT_TOUCH_BEGIN\nALLEGRO_EVENT_TOUCH_END\nALLEGRO_EVENT_TOUCH_MOVE\nALLEGRO_EVENT_TOUCH_CANCEL\nALLEGRO_EVENT_TIMER\nALLEGRO_EVENT_DISPLAY_EXPOSE\nALLEGRO_EVENT_DISPLAY_RESIZE\nALLEGRO_EVENT_DISPLAY_CLOSE\nALLEGRO_EVENT_DISPLAY_LOST\nALLEGRO_EVENT_DISPLAY_FOUND\nALLEGRO_EVENT_DISPLAY_SWITCH_OUT\nALLEGRO_EVENT_DISPLAY_SWITCH_IN\nALLEGRO_EVENT_DISPLAY_ORIENTATION\nALLEGRO_EVENT_DISPLAY_HALT_DRAWING\nALLEGRO_EVENT_DISPLAY_RESUME_DRAWING\nALLEGRO_EVENT_DISPLAY_CONNECTED\nALLEGRO_EVENT_DISPLAY_DISCONNECTED,INFORM,37,POS,structure,ALLEGRO_EVENT_*,
33,39,Programmer,what is ALLEGRO_EVENT,ELICIT-INFORM,,,basic,ALLEGRO_EVENT,
34,40,Apiza,"An ALLEGRO_EVENT is a union of all builtin event structures, i.e. it is an object large enough to hold the data of any event type. ",INFORM,39,POS,basic purpose,ALLEGRO_EVENT,
34,41,Apiza,All events have the following fields in common:\n\ntype (ALLEGRO_EVENT_TYPE)\nIndicates the type of event.\nany.source (ALLEGRO_EVENT_SOURCE *)\nThe event source which generated the event.\nany.timestamp (double)\nWhen the event was generated.\nBy examining the type field you can then access type-specific fields. The any.source field tells you which event source generated that particular event. The any.timestamp field tells you when the event was generated. The time is referenced to the same starting point as al_get_time.\n\n,INFORM,40,CONT,structure concepts,ALLEGRO_EVENT,
34,42,Apiza,"Each event is of one of the following types, with the usable fields given.",INFORM,41,CONT,quality,ALLEGRO_EVENT,
35,43,Programmer,tell me about ALLEGRO_EVENT_KEY_DOWN,ELICIT-INFORM,,,basic,ALLEGRO_EVENT_KEY_DOWN,
36,44,Apiza,ALLEGRO_EVENT_KEY_DOWN represents a keyboard key was pressed.,INFORM,43,POS,basic,ALLEGRO_EVENT_KEY_DOWN,
37,45,Programmer,"if I have an ALLEGRO_EVENT called ev, should ev.type == ALLEGRO_EVENT_KEY_DOWN return true when I press a key?",ELICIT-INFORM,,,functionality,ALLEGRO_EVENT ALLEGRO_EVENT_KEY_DOWN,
38,46,Apiza,I'm not sure I understand,ELICIT-COMMENT-ABOUT-UNDERSTANDING,45,UNC,,,
39,47,Apiza,Are you interested in al_get_keyboard_state or al_key_down?,ELICIT-INFORM,46,FOL,basic,al_get_keyboard_state al_key_down,
40,48,Programmer,no,INFORM,47,NEG,,,
41,49,Programmer,tell me about al_get_keyboard_state,ELICIT-INFORM,47,FOL,basic,al_get_keyboard_state,
42,50,Apiza,This method saves the state of the keyboard specified at the time the function is called into the structure pointed to by ret_state.,INFORM,49,POS,functionality structure,al_get_keyboard_state,
43,51,Apiza,void al_get_keyboard_state(ALLEGRO_KEYBOARD_STATE *ret_state),INFORM,50,CONT,basic,al_get_keyboard_state,
44,52,Programmer,how can I check to see if my keyboard is generating events,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
45,53,Apiza,Are you asking about al_get_keyboard_event_source?,ELICIT-INFORM,52,FOL,basic,al_get_keyboard_event_source,
46,54,Programmer,yes,INFORM,53,POS,,al_get_keyboard_event_source,
47,55,Apiza,The method retrieves the keyboard event source. All keyboard events are generated by this event source.\n,INFORM,54,POS,functionality control,al_get_keyboard_event_source,
47,56,Apiza,Returns NULL if the keyboard subsystem was not installed.,INFORM,55,CONT,functionality,al_get_keyboard_event_source,
48,57,Apiza,ALLEGRO_EVENT_SOURCE *al_get_keyboard_event_source(void),INFORM,56,CONT,basic,al_get_keyboard_event_source,
49,58,Programmer,"when I call al_get_keyboard_event_source, the assertion 'new_keyboard_driver' fails",INFORM,,,functionality,al_get_keyboard_event_source,
50,59,Apiza,Are you asking about al_install_keyboard?,ELICIT-INFORM,58,FOL,basic,al_get_keyboard_event_source al_install_keyboard,
51,60,Programmer,what is al_get_keyboard,ELICIT-INFORM,59,FOL,basic,al_install_keyboard,
52,61,Apiza,I'm not sure I understand,COMMENT-ABOUT-UNDERSTANDING,60,UNC,,,
53,62,Programmer,tell me about al_install_keyboard,ELICIT-INFORM,61,FOL,basic,al_install_keyboard,
54,63,Apiza,This method installs a keyboard driver. ,INFORM,62,POS,functionality,al_install_keyboard,
54,64,Apiza,"Returns true if successful. If a driver was already installed, nothing happens and true is returned.",INFORM,63,CONT,functionality,al_install_keyboard,
55,65,Apiza,bool al_install_keyboard(void),INFORM,64,CONT,basic,al_install_keyboard,
56,66,Programmer,what is they type of ALLEGRO_EVENT_SOURCE,ELICIT-INFORM,,,basic,ALLEGRO_EVENT_SOURCE,
57,67,Apiza,typedef struct ALLEGRO_EVENT_SOURCE ALLEGRO_EVENT_SOURCE;,INFORM,66,POS,basic,ALLEGRO_EVENT_SOURCE,
58,68,Programmer,what are the fields of ALLEGRO_EVENT_SOURCE,ELICIT-INFORM,67,FOL,structure,ALLEGRO_EVENT_SOURCE,
59,69,Apiza,"An event source is any object which can generate events. For example, an ALLEGRO_DISPLAY can generate events, and you can get the ALLEGRO_EVENT_SOURCE pointer from an ALLEGRO_DISPLAY with al_get_display_event_source.\n\nYou may create your own ""user"" event sources that emit custom events.",INFORM,68,POS,concepts directives patterns,ALLEGRO_EVENT_SOURCE,
60,70,Programmer,what is ALLEGRO_KEYBOARD,ELICIT-INFORM,,,basic,ALLEGRO_KEYBOARD,
61,71,Apiza,Are you asking about ALLEGRO_KEYBOARD_STATE?,ELICIT-INFORM,70,FOL,basic,ALLEGRO_KEYBOARD_STATE,
62,72,Programmer,no,INFORM,71,NEG,,ALLEGRO_KEYBOARD_STATE,
63,73,Programmer,tell me about al_keyboard_state,ELICIT-INFORM,,,basic,,
64,74,Programmer,nevermind,SUGGEST,73,NEG,,,
65,75,Programmer,tell me about al_key_down,ELICIT-INFORM,,,basic,al_key_down,
66,76,Apiza,Returns true if the key specified was held down in the state specified.,INFORM,75,POS,functionality,al_key_down,
67,77,Apiza,"bool al_key_down(const ALLEGRO_KEYBOARD_STATE *state, int keycode)",INFORM,76,CONT,basic,al_key_down,
