line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
23,35,Apiza,"The following flags are supported:\n\n ALLEGRO_TTF_NO_KERNING - Do not use any kerning even if the font file supports it.\n\n ALLEGRO_TTF_MONOCHROME - Load as a monochrome font (which means no anti-aliasing of the font is done).\n\n ALLEGRO_TTF_NO_AUTOHINT - Disable the Auto Hinter which is enabled by default in newer versions of FreeType. Since: 5.0.6, 5.1.2\n\n",INFORM,34,CONT,directives environment,al_load_ttf_font,
23,36,Apiza,"See also: al_init_ttf_addon, al_load_ttf_font_f\n```",INFORM,35,CONT,structure,al_load_ttf_font,
24,37,Programmer,what are the reasons al_load_ttf_font fails?,ELICIT-INFORM,,,functionality,al_load_ttf_font,
25,38,Apiza,"I'm sorry, ",BE-POSITIVE,37,NEG,,,
25,39,Apiza,I'm not sure how to answer that question,INFORM,38,CONT,,,
26,40,Programmer,when does al_load_ttf_font return NULL,ELICIT-INFORM,39,FOL,functionality,al_load_ttf_font,
27,41,Apiza,Here is the source code for `al_load_ttf_font`:\n,INFORM,40,PART,basic,al_load_ttf_font,
27,42,Apiza,"```\n/* Function: al_load_ttf_font\n */\nALLEGRO_FONT *al_load_ttf_font(char const *filename, int size, int flags)\n{\n return al_load_ttf_font_stretch(filename, 0, size, flags);\n}\n```",INFORM,41,CONT,basic,al_load_ttf_font,
28,43,Programmer,show me source code for al_load_ttf_font_stretch,ELICIT-INFORM,,,basic,al_load_ttf_font_stretch,
29,44,Apiza,Here is the source code for `al_load_ttf_font_stretch`:\n,INFORM,43,POS,basic,al_load_ttf_font_stretch,
29,45,Apiza,"```\n/* Function: al_load_ttf_font_stretch\n */\nALLEGRO_FONT *al_load_ttf_font_stretch(char const *filename, int w, int h,\n int flags)\n{\n ALLEGRO_FILE *f;\n ALLEGRO_FONT *font;\n ASSERT(filename);\n\n f = al_fopen(filename, ""rb"");\n if (!f) {\n ALLEGRO_ERROR(""Unable to open file for reading: %s\\n"", filename);\n return NULL;\n }\n\n /* The file handle is owned by the function and the file is usually only\n * closed when the font is destroyed, in case Freetype has to load data\n * at a later time.\n */\n font = al_load_ttf_font_stretch_f(f, filename, w, h, flags);\n\n return font;\n}\n```",INFORM,44,CONT,basic,al_load_ttf_font_stretch,
30,46,Programmer,show me source code for al_load_ttf_font_stretch_f,ELICIT-INFORM,,,basic,al_load_ttf_font_stretch_f,
31,47,Apiza,Here is the source code for `al_load_ttf_font_stretch_f`:\r\n,INFORM,46,POS,basic,al_load_ttf_font_stretch_f,
31,48,Apiza,"```\r\n/* Function: al_load_ttf_font_stretch_f\r\n */\r\nALLEGRO_FONT *al_load_ttf_font_stretch_f(ALLEGRO_FILE *file,\r",INFORM,47,CONT,basic,al_load_ttf_font_stretch_f,
32,49,Programmer,how to enable Allegro logging,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
33,50,Apiza,Here is a function that might help with that:\n\n,SUGGEST,49,POS,patterns,al_open_native_text_log,
33,51,Apiza,"```\nALLEGRO_TEXTLOG *al_open_native_text_log(char const *title, int flags)\n```",INFORM,50,CONT,basic,al_open_native_text_log,
34,52,Programmer,show me example of using al_open_native_text_log,ELICIT-INFORM,51,FOL,examples,al_open_native_text_log,
35,53,Programmer,show me example of debugging allegro,ELICIT-INFORM,,,examples,,
36,54,Apiza,Here is an example of using dialog:\n\n,INFORM,52,POS,examples,,
36,55,Apiza,<https://wiki.allegro.cc/index.php?title=Showing_a_basic_native_GUI_message_box>,INFORM,54,CONT,examples references,,
37,56,Apiza,"I'm sorry, ",BE-POSITIVE,53,NEG,,,
37,57,Apiza,I don't have an example of debugging allegro.,INFORM,54,CONT,,,
38,58,Programmer,show me example of enabling trace messages,ELICIT-INFORM,,,examples,,
39,59,Apiza,"I'm sorry, ",BE-POSITIVE,58,NEG,,,
39,60,Apiza,I don't have an example of enabling trace messages.,INFORM,59,CONT,,,
40,61,Programmer,show me example of creating a bitmap from an image,ELICIT-INFORM,,,examples,,
41,62,Apiza,Here is an example of using bitmaps:\n\n,INFORM,61,POS,examples,,
41,63,Apiza,<https://wiki.allegro.cc/index.php?title=Allegro_5_Tutorial/Bitmaps>,INFORM,62,CONT,examples references,,
42,64,Programmer,how to load an image into a bitmap,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
43,65,Apiza,Here is a function that might help with that:\n\n,SUGGEST,64,POS,patterns,al_load_bitmap,
43,66,Apiza,```\nALLEGRO_BITMAP *al_load_bitmap(const char *filename)\n```,INFORM,65,CONT,basic,al_load_bitmap,
44,67,Programmer,how to resize a bitmap,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
45,68,Apiza,Here is a function that might help with that:\n\n,SUGGEST,67,POS,patterns,al_draw_scaled_bitmap,
45,69,Apiza,"```\nvoid al_draw_scaled_bitmap(ALLEGRO_BITMAP *bitmap,\n float sx, float sy, float sw, float sh,\n float dx, float dy, float dw, float dh, int flags)\n```",INFORM,68,CONT,basic,al_draw_scaled_bitmap,
46,70,Programmer,show me example of using al_draw_scaled_bitmap,ELICIT-INFORM,,,examples,al_draw_scaled_bitmap,
47,71,Apiza,"I'm sorry,",BE-POSITIVE,70,NEG,,,
47,72,Apiza, I don't have an example of that.,INFORM,71,CONT,,,
