line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
38,40,Apiza,ALLEGRO_PLAYMODE is an enum.,INFORM,39,POS,basic,ALLEGRO_PLAYMODE,
39,41,Programmer,Enumerate ALLEGRO_PLAYMODE,ELICIT-INFORM,40,FOL,structure,ALLEGRO_PLAYMODE,
40,42,Apiza,Sample and stream playback mode.,INFORM,41,POS,concepts,ALLEGRO_PLAYMODE,
40,43,Apiza,"ALLEGRO_PLAYMODE_ONCE, ALLEGRO_PLAYMODE_LOOP, ALLEGRO_PLAYMODE_BIDIR",INFORM,42,CONT,structure,ALLEGRO_PLAYMODE,
41,44,Programmer,Why is al_play_sample() returning false?,ELICIT-INFORM,,,functionality,al_play_sample,
42,45,Apiza,al_play_sample plays a sample on one of the sample instances created by al_reserve_samples. ,INFORM,44,POS,functionality patterns,al_play_sample,
42,46,Apiza,"Returns true on success, false on failure. ",INFORM,45,CONT,functionality patterns,al_play_sample,
42,47,Apiza,Playback may fail because all the reserved sample instances are currently used.,INFORM,46,CONT,functionality,al_play_sample,
43,48,Programmer,function signature for al_reserve_samples(),ELICIT-INFORM,45,FOL,basic,al_reserve_samples,
44,49,Apiza,bool al_reserve_samples(int reserve_samples),INFORM,48,POS,basic,al_reserve_samples,
45,50,Programmer,What are the allegro functions for drawing text?,ELICIT-INFORM,,,structure,,
46,51,Apiza,Drawing operations:\n\t\tal_clear_to_color\n\t\tal_clear_depth_buffer\n\t\tal_draw_bitmap\n\t\tal_draw_tinted_bitmap\n\t\tal_draw_bitmap_region\n\t\tal_draw_tinted_bitmap_region\n\t\tal_draw_pixel\n\t\tal_draw_rotated_bitmap\n\t\tal_draw_tinted_rotated_bitmap\n\t\tal_draw_scaled_rotated_bitmap\n\t\tal_draw_tinted_scaled_rotated_bitmap\n\t\tal_draw_tinted_scaled_rotated_bitmap_region\n\t\tal_draw_scaled_bitmap\n\t\tal_draw_tinted_scaled_bitmap\n\t\tal_get_target_bitmap\n\t\tal_put_pixel\n\t\tal_put_blended_pixel,INFORM,50,POS,structure,al_draw_*,
47,52,Apiza,Would you like to know more about one of those functions?,ELICIT-INFORM,51,FOL,basic,al_draw_*,
48,53,Programmer,Allegro font functions,ELICIT-INFORM,,,structure,,
49,54,Apiza,I'm not sure I understand your question,COMMENT-ABOUT-UNDERSTANDING,53,UNC,,,
50,55,Programmer,How do you load a font in allegro?,ELICIT-OFFER-OR-SUGGESTION,54,FOL,patterns,,
51,56,Apiza,"al_load_font loads a font from disk. This will use al_load_bitmap_font_flags if you pass the name of a known bitmap format, or else al_load_ttf_font.\nThe flags parameter is passed through to either of those functions. Bitmap and TTF fonts are also affected by the current bitmap flags at the time the font is loaded.",INFORM,55,POS,functionality control patterns,al_load_font,
52,57,Programmer,function signature for al_load_font,ELICIT-INFORM,56,FOL,basic,al_load_font,
53,58,Apiza,"ALLEGRO_FONT *al_load_font(char const *filename, int size, int flags)",INFORM,57,POS,basic,al_load_font,
54,59,Programmer,List al_load_bitmap_font_flags,ELICIT-INFORM,58,FOL,structure,al_load_bitmap_font_flags,
55,60,Apiza,al_load_bitmap_font_flags like al_load_bitmap_font but additionally takes a flags parameter which is a bitfield containing a combination of the following:\nALLEGRO_NO_PREMULTIPLIED_ALPHA\n,INFORM,59,POS,basic directives,al_load_bitmap_font_flags,
55,61,Apiza,The same meaning as for al_load_bitmap_flags.,INFORM,60,CONT,structure,al_load_bitmap_font_flags,
56,62,Programmer,Do I need to initialize allegro for ttf fonts?,ELICIT-INFORM,,,directives,,
57,63,Apiza,"al_init_ttf_addon call this after al_init_font_addon to make al_load_font recognize "".ttf"" and other formats supported by al_load_ttf_font. ",SUGGEST,62,POS,directives patterns functionality,al_init_ttf_addon al_init_font_addon,
57,64,Apiza,"Returns true on success, false on failure.",INFORM,63,CONT,functionality,al_init_ttf_addon,
58,65,Programmer,Allegro render ttf font,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
59,66,Programmer,How to draw an ALLEGRO_FONT to backbuffer?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ALLEGRO_FONT,
60,67,Apiza,ALLEGRO_FONT is a handle identifying any kind of font. ,INFORM,65,PART,concepts,ALLEGRO_FONT,
60,68,Apiza,Usually you will create it with al_load_font which supports loading all kinds of TrueType fonts supported by the FreeType library. ,SUGGEST,67,CONT,patterns quality,al_load_font ALLEGRO_FONT,
60,69,Apiza,"If you instead pass the filename of a bitmap file, it will be loaded with al_load_bitmap and a font in Allegro's bitmap font format will be created from it with al_grab_font_from_bitmap.",INFORM,68,CONT,control patterns,al_load_font,
61,70,Programmer,How do you draw an ALLEGRO_FONT instance?,ELICIT-OFFER-OR-SUGGESTION,66,REP,patterns,ALLEGRO_FONT,
62,71,Apiza,Are you interested in al_draw_textf?,ELICIT-INFORM,70,POS,basic,al_draw_textf,
