line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
36,40,Apiza,You may be looking for ssh_channel_free().,SUGGEST,36,POS,patterns,ssh_channel_free,
37,41,Programmer,How do I create an sftp_session?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,sftp_new,
38,42,Programmer,How do I initialize an sftp_session in libssh?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,sftp_new,
39,43,Programmer,What parameters does ssh_channel_request_exec take?,ELICIT-INFORM,37,FOL,functionality basic,ssh_channel_request_exec,
40,44,Apiza,You may be looking for sftp_new().,SUGGEST,41,POS,patterns,sftp_new,
40,45,Apiza, Start a new sftp session.,INFORM,44,CONT,basic,sftp_new,
41,46,Programmer,How do I get the output from ssh_channel_request_exec?,ELICIT-OFFER-OR-SUGGESTION,37,FOL,patterns functionality,ssh_channel_request_exec,
42,47,Apiza,"ssh_channel_request_exec(ssh_channel channel, const char * cmd).",INFORM,43,POS,basic,ssh_channel_request_exec,
42,48,Apiza," Parameters are 1) channel: The channel to execute the command. 2) cmd: The command to execute (e.g. ""ls ~/ -al | grep -i reports"").",INFORM,47,CONT,functionality,ssh_channel_request_exec,
43,49,Apiza,"ssh_channel_request_exec returns SSH_OK on success, SSH_ERROR if an error occurred, SSH_AGAIN if in nonblocking mode and call has to be done again.",INFORM,48,CONT,functionality,ssh_channel_request_exec,
44,50,Programmer,How do I read the response from ssh_channel_request_exec?,ELICIT-OFFER-OR-SUGGESTION,46,REP,patterns,ssh_channel_request_exec,
45,51,Programmer,How do I read from a channel in libssh?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
46,52,Apiza,"You may be looking for ssh_channel_read(ssh_channel channel, void * dest, uint32_t count, int is_stderr ). ",SUGGEST,51,POS,patterns basic,ssh_channel_read,
46,53,Apiza,Reads data from a channel. ,INFORM,52,CONT,basic,ssh_channel_read,
46,54,Apiza,"Returns The number of bytes read, 0 on end of file or SSH_ERROR on error. In nonblocking mode it Can return 0 if no data is available or SSH_AGAIN.",INFORM,53,CONT,functionality,ssh_channel_read,
