line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
38,56,Programmer,default ssh_session settings,ELICIT-INFORM,54,FOL,patterns,ssh_options_set,
39,57,Apiza,How would you like to authenticate a user?,ELICIT-INFORM,55,FOL,patterns,,
40,58,Programmer,password,INFORM,57,POS,patterns,,
41,59,Apiza,Did you mean ssh_options?,ELICIT-INFORM,56,FOL,patterns,ssh_options,
42,60,Apiza,"int ssh_userauth_password(ssh_session session,const char * username,const char * password )\n\n",INFORM,55,POS,basic,ssh_userauth_password,
42,61,Apiza,"Try to authenticate by password.This authentication method is normally disabled on SSHv2 server. You should use keyboard-interactive mode.The 'password' value MUST be encoded UTF-8. It is up to the server how to interpret the password and validate it against the password database. However, if you read the password in some other encoding, you MUST convert the password to UTF-8.",INFORM,60,CONT,functionality directives  environment,ssh_userauth_password,
43,62,Programmer,connect to server,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
44,63,Apiza,"Once all settings have been made, you can connect using ssh_connect().",SUGGEST,62,POS,patterns,ssh_connect,
44,64,Apiza,"That function will return SSH_OK if the connection worked, SSH_ERROR otherwise.",INFORM,63,CONT,functionality,ssh_connect,
45,65,Programmer,what settings do I need to make,ELICIT-OFFER-OR-SUGGESTION,63,FOL,directives,ssh_connect,
46,66,Apiza,"You can set options using ssh_options_set(ssh_session session,enum ssh_options_e type,const void * value ). ",SUGGEST,65,POS,patterns basic,ssh_options_set,
46,67,Apiza,"For example, ssh_options_set(my_ssh_session, SSH_OPTIONS_HOST, ""localhost"");",INFORM,66,CONT,examples,ssh_options_set,
47,68,Programmer,how to authenticate a server,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
48,69,Apiza,The first way (recommended) is to use the ssh_is_server_known() function.,SUGGEST,68,POS,patterns,ssh_is_server_known,
48,70,Apiza,Would you like to know more?,ELICIT-INFORM,69,FOL,basic,ssh_is_server_known,
49,71,Programmer,ye,FRAGMENT,70,POS,,,
50,72,Programmer,yes,INFORM,71,FIX,basic,ssh_is_server_known,
51,73,Apiza,int ssh_is_server_known(ssh_session session)\n,INFORM,69,CONT,basic,ssh_is_server_known,
51,74,Apiza,Check if the server is known.Checks the user's known host file for a previous connection to the current server.\n ,INFORM,73,CONT,functionality,ssh_is_server_known,
51,75,Apiza,Parameters: -sessionThe SSH session to use.\nReturns:SSH_SERVER_KNOWN_OK: The server is known and has not changed.\nSSH_SERVER_KNOWN_CHANGED: The server key has changed. Either you are under attack or the administrator changed the key. You HAVE to warn the user about a possible attack.\nSSH_SERVER_FOUND_OTHER: The server gave use a key of a type while we had an other type recorded. It is a possible attack.\nSSH_SERVER_NOT_KNOWN: The server is unknown. User should confirm the MD5 is correct.\nSSH_SERVER_FILE_NOT_FOUND: The known host file does not exist. The host is thus unknown. File will be created if host key is accepted.\nSSH_SERVER_ERROR: Some error happened.,INFORM,74,CONT,functionality,ssh_is_server_known,
52,76,Programmer,"which of those errors is ""-1""",ELICIT-INFORM,74,FOL,functionality,ssh_is_server_known,
53,77,Programmer,how to fix SSH_SERVER_ERROR,ELICIT-OFFER-OR-SUGGESTION,74,FOL,patterns,ssh_is_server_known,
54,78,Apiza,You may be able to use ssh_get_error():\n\n,SUGGEST,77,POS,patterns,ssh_get_error,
54,79,Apiza,const char* ssh_get_error(void * error)\n,INFORM,78,CONT,basic,ssh_get_error,
54,80,Apiza,Retrieve the error text message from the last error.\n,INFORM,79,CONT,functionality,ssh_get_error,
54,81,Apiza,Parameters: error- An ssh_session or ssh_bind.\n,INFORM,80,CONT,basic,ssh_get_error,
54,82,Apiza,Returns: A static string describing the error.,INFORM,81,CONT,functionality,ssh_get_error,
55,83,Programmer,website of libssh documentary,ELICIT-INFORM,,,references,libssh,
56,84,Programmer,libssh documentary,ELICIT-INFORM,,,basic,libssh,
57,85,Apiza,How can I help you navigate the libssh documentation?,ELICIT-OFFER-OR-SUGGESTION,84,FOL,basic,libssh,
58,86,Programmer,show me an overview,ELICIT-INFORM,85,POS,structure,libssh,
59,87,Apiza,There are three main components: ,INFORM,84,POS,structure,libssh,
59,88,Apiza,"The libssh server API, The libssh SFTP API, and The libssh API",INFORM,87,CONT,structure,libssh,
60,89,Programmer,show me an overview of the libssh api,ELICIT-INFORM,88,FOL,structure,libssh,
61,90,Apiza,There are 15 main components of The libssh API: ,INFORM,89,POS,structure,libssh,
61,91,Apiza,"The libssh callbacks, The SSH authentication functions, The SSH buffer functions, The SSH channel functions, The SSH error functions, The SSH logging functions,The SSH message functions, The SSH helper functions,The SSH Public Key Infrastructure, The SSH poll functions, The SSH scp functions, The SSH session functions, The SSH string functions, and The SSH threading functions.",INFORM,90,CONT,structure,libssh,
62,92,Programmer,libssh authentication functions,ELICIT-INFORM,,,structure,libssh,
63,93,Apiza,"Okay, authentication functions. ",COMMENT-ABOUT-UNDERSTANDING,92,POS,structure,libssh,
63,94,Apiza,Are you looking for a specific one?,ELICIT-INFORM,92,FOL,structure,libssh,
64,95,Programmer,show me the original text of the ssh_connect function,ELICIT-INFORM,,,basic,ssh_connect,
65,96,Apiza,ssh_connect()\n,OTHER,95,POS,basic,ssh_connect,
65,97,Apiza,int ssh_connect(ssh_session session)\n,INFORM,96,CONT,basic,ssh_connect,
65,98,Apiza,Connect to the ssh server.\n,INFORM,97,CONT,basic,ssh_connect,
65,99,Apiza,Parameters[in]sessionThe ssh session to connect.\n,INFORM,98,CONT,basic,ssh_connect,
65,100,Apiza,"Returns SSH_OK on success, SSH_ERROR on error.SSH_AGAIN, if the session is in nonblocking mode, and call must be done again.",INFORM,99,CONT,functionality,ssh_connect,
66,101,Programmer,what settings do i have to set before ssh_connect,ELICIT-OFFER-OR-SUGGESTION,96,FOL,directives,ssh_connect ssh_options_set,
