line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
20,30,Apiza,"ALLEGRO_SAMPLE *sample=NULL;\n\t\n if(!al_install_audio()){\n fprintf(stderr, ""failed to initialize audio!\\n"");\n return -1;\n }\n\t\n if (!al_reserve_samples(1)){\n fprintf(stderr, ""failed to reserve samples!\\n"");\n return -1;\n }\n\t\n sample = al_load_sample( ""footstep.wav"" );\n\n if (!sample){\n printf( ""Audio clip sample not loaded!\\n"" );\n return -1;\n }\n\n al_play_sample(sample, 1.0, 0.0,1.0,ALLEGRO_PLAYMODE_LOOP,NULL);\n\t\n al_destroy_sample(sample);",info,29,CONT,examples,,
21,31,Programmer,Why is allergo sample* mistaken as int*,error,25,FOL,functionality,ALLEGRO_SAMPLE,
22,32,Programmer,What does the function al_load_sample return,eli-info,30,FOL,functionality,al_load_sample,
23,33,Apiza,The al_load_sample function looks like this: ,info-extra,32,POS,,al_load_sample,
23,34,Apiza,ALLEGRO_SAMPLE *al_load_sample(const char *filename)\n\n,info-extra,33,CONT,basic,al_load_sample,
23,35,Apiza,"Returns the sample on success, NULL on failure.",info-extra,34,CONT,functionality,al_load_sample,
24,36,Apiza,"For sample-loading errors, it look like you may need to initialize the ""audio codec add-on"". Use `al_init_acodec_addon()` to initialize the audio codec.",info-extra,31,POS,patterns,al_init_acodec_addon,
25,37,Programmer,Can you help me with fuctions that draw bitmap,eli-sugg,,,patterns,,
26,38,Apiza,I'm happy to help! ,be-pos,37,POS,,,
26,39,Apiza,Where would you like to start with bitmap drawing?,eli-info,37,FOL,patterns,,
27,40,Programmer,I want to draw a png,elaborate,39,POS,patterns,,
28,41,Apiza,"Alright, the variable that you will need to initialize is an ALLEGRO_BITMAP. You can do so with the function al_create_bitmap: ",sugg,40,POS,patterns,ALLEGRO_BITMAP al_create_bitmap,
28,42,Apiza,"ALLEGRO_BITMAP *al_create_bitmap(int w, int h)",sugg,41,CONT,basic,ALLEGRO_BITMAP al_create_bitmap,
29,43,Programmer,What function takes a png file as input and draws a bitmap?,eli-sugg,,,patterns,,
30,44,Apiza,ALLEGRO_BITMAP *al_load_bitmap(const char *filename)\n\n,sugg-info-extra,43,POS,basic patterns,al_load_bitmap,
30,45,Apiza,Loads an image file into a new ALLEGRO_BITMAP. ,sugg-info-extra,44,CONT,functionality,al_load_bitmap,
30,46,Apiza,"The file type is determined by the extension, except if the file has no extension in which case al_identify_bitmap is used instead.\n\nReturns NULL on error.",sugg-info-extra,45,CONT,functionality control,al_load_bitmap,
31,47,Programmer,Load bitmap returns null,error,46,FOL,functionality,al_load_bitmap,
32,48,Apiza,"If you\'re getting errors loading an image, you may need to initialize the ""image addon."" ",sugg,47,POS,patterns,,
32,49,Apiza,You can do this using al_init_image_addon(),sugg,48,CONT,patterns,al_init_image_addon,
33,50,Programmer,Image not displayed event after loading the png in bitmap?,error,46,FOL,functionality,al_load_bitmap,
34,51,Apiza,"Sorry, ",be-pos,50,UNC,,,
34,52,Apiza,could you rephrase your question?,eli-info,51,CONT,,,
